t,x1,v1,x2,v2,pump,refc,refs,drive1,drive2,u1,u2,k12_eff,k21_eff,i1,q1,amp1,phase1,bit1,i2,q2,amp2,phase2,bit2
0.000226,0.5654854011,43224.88202,0.4813146139,-124453.3214,-0.8090169944,-0.3090169944,0.9510565163,-0.06180339887,0,-0.06180339887,0,0,0,-0.0004861443766,0.002953354883,0.002993098966,1.733940828,0,-0.0004862817343,0.001910833513,0.001971738989,1.819993298,0
0.000227,0.5820274812,-13299.68248,0.3401987652,-157044.2056,-0.3090169944,-0.5877852523,0.8090169944,-0.1175570505,0,-0.1175570505,0,0,0,-0.0005203064792,0.00300014656,0.003044929919,1.742515348,0,-0.0005062294878,0.001938165088,0.002003185514,1.826278783,0
0.000228,0.5331403781,-86176.53249,0.1694224273,-182669.038,0.3090169944,-0.8090169944,0.5877852523,-0.1618033989,0,-0.1618033989,0,0,0,-0.0005633864112,0.00303118375,0.003083095713,1.754562885,0,-0.0005198854272,0.001947929672,0.00201611281,1.8316084,0
0.000229,0.4093924512,-159468.5613,-0.01942422089,-191194.6621,0.8090169944,-0.9510565163,0.3090169944,-0.1902113033,0,-0.1902113033,0,0,0,-0.0006022656084,0.003043531554,0.00310254866,1.766156259,0,-0.0005179860854,0.001947134637,0.002014855548,1.830799362,0
0.00023,0.2216516905,-210885.9525,-0.2035890325,-172204.8873,1,-1,2.058025603e-14,-0.2,0,-0.2,0,0,0,-0.0006243705508,0.003043227201,0.003106617193,1.773155422,0,-0.0004975753836,0.001946939924,0.002009516442,1.821008479,0
0.000231,-0.0003840655958,-227215.255,-0.3542845611,-125424.5274,0.8090169944,-0.9510565163,-0.3090169944,-0.1902113033,0,-0.1902113033,0,0,0,-0.000624271587,0.003042934747,0.003106310816,1.773143135,0,-0.000463831162,0.001957693225,0.002011890183,1.80343403,0
0.000232,-0.2217726916,-211141.2577,-0.4494838945,-64211.4454,0.3090169944,-0.8090169944,-0.5877852523,-0.1618033989,0,-0.1618033989,0,0,0,-0.0006062673722,0.003055665925,0.003115229425,1.766660274,0,-0.0004274207679,0.001983917456,0.002029437603,1.782995702,0
0.000233,-0.4160111709,-175153.7119,-0.4842065844,-7192.987121,-0.3090169944,-0.5877852523,-0.8090169944,-0.1175570505,0,-0.1175570505,0,0,0,-0.0005817542223,0.003089016369,0.003143319918,1.756945895,0,-0.0003989170769,0.0020228922,0.002061850549,1.765499436,0
0.000234,-0.5692142248,-130228.0474,-0.4691400531,34616.75171,-0.8090169944,-0.3090169944,-0.9510565163,-0.06180339887,0,-0.06180339887,0,0,0,-0.00056410636,0.003142842957,0.003193067153,1.748394449,0,-0.0003843799603,0.002067307781,0.002102738551,1.754629704,0
0.000235,-0.6741948356,-78193.9435,-0.4197209929,62514.17632,-1,-1.175970417e-14,-1,-2.351940835e-15,0,-2.351940835e-15,0,0,0,-0.0005640499494,0.003209948157,0.003259128643,1.744739866,0,-0.0003843415223,0.00210907315,0.002143806884,1.751050788,0
0.000236,-0.7211700931,-13092.67185,-0.3461176514,84306.9799,-0.8090169944,0.3090169944,-0.9510565163,0.06180339887,0,0.06180339887,0,0,0,-0.0005862789259,0.003278214514,0.003330227226,1.747766342,0,-0.0003949987118,0.002141779987,0.002177899331,1.753172487,0
0.000237,-0.6945200797,68760.45713,-0.2511687967,105580.3896,-0.3090169944,0.5877852523,-0.8090169944,0.1175570505,0,0.1175570505,0,0,0,-0.000627043164,0.003334074547,0.003392526524,1.756695952,0,-0.0004097225434,0.002161885791,0.002200368773,1.758095827,0
0.000238,-0.5808954296,158075.221,-0.135628726,124542.3859,0.3090169944,0.8090169944,-0.5877852523,0.1618033989,0,0.1618033989,0,0,0,-0.0006739758871,0.003367885316,0.003434660827,1.768305749,0,-0.0004206541655,0.002169641659,0.002210044085,1.7623022,0
0.000239,-0.3830970066,233198.0115,-0.005613421074,132954.5391,0.8090169944,0.9510565163,-0.3090169944,0.1902113033,0,0.1902113033,0,0,0,-0.00071034318,0.003379386876,0.003453236611,1.777978949,0,-0.0004211459682,0.002169598159,0.002210095043,1.762524404,0
0.00024,-0.1264453367,273213.2465,0.1239137055,122727.2427,1,1,-1.715000703e-14,0.2,0,0.2,0,0,0,-0.0007229166794,0.003379048937,0.003455514469,1.781559935,0,-0.000408712483,0.0021693812,0.002207546304,1.757014043,0
0.000241,0.1486185491,269962.0987,0.2333474831,93599.81854,0.8090169944,0.9510565163,0.3090169944,0.1902113033,0,0.1902113033,0,0,0,-0.0007087099237,0.003383303598,0.003456734441,1.777283491,0,-0.0003864789474,0.002176375095,0.002210424062,1.746543451,0
0.000242,0.4008661803,229471.2651,0.3078266112,54849.1193,0.3090169944,0.8090169944,0.5877852523,0.1618033989,0,0.1618033989,0,0,0,-0.0006762082975,0.003406527591,0.003472994081,1.766752714,0,-0.0003615366035,0.002194251052,0.002223835964,1.734094533,0
0.000243,0.5997309568,165685.8798,0.34400641,18747.96166,-0.3090169944,0.5877852523,0.8090169944,0.1175570505,0,0.1175570505,0,0,0,-0.0006408893755,0.003454706192,0.003513649678,1.754223082,0,-0.0003412802604,0.00222186233,0.002247920023,1.723206154,0
0.000244,0.7289729262,91966.21007,0.3486021196,-7907.432404,-0.8090169944,0.3090169944,0.9510565163,0.06180339887,0,0.06180339887,0,0,0,-0.0006182987843,0.003523690166,0.003577525091,1.744497129,0,-0.0003304737344,0.002254794176,0.002278883425,1.716325105,0
0.000245,0.7826129383,14946.03889,0.3309478953,-26513.9885,-1,8.329455176e-15,1,1.665891035e-15,0,1.665891035e-15,0,0,0,-0.0006182369544,0.003601599091,0.003654275981,1.74079576,0,-0.000330440687,0.002287663486,0.002311405475,1.714248764,0
0.000246,0.7579021744,-64779.23381,0.2962675427,-42991.12275,-0.8090169944,-0.3090169944,0.9510565163,-0.06180339887,0,-0.06180339887,0,0,0,-0.0006415955959,0.003673319711,0.003728930491,1.743715664,0,-0.0003395628135,0.002315611437,0.002340375874,1.716399258,0
0.000247,0.6525491838,-145543.5625,0.2440230524,-62045.00686,-0.3090169944,-0.5877852523,0.8090169944,-0.1175570505,0,-0.1175570505,0,0,0,-0.000679887315,0.003725744717,0.003787270846,1.751293878,0,-0.0003538721724,0.002335121756,0.00236178304,1.72119532,0
0.000248,0.4693848504,-218248.6717,0.1714571523,-82977.23086,0.3090169944,-0.8090169944,0.5877852523,-0.1618033989,0,-0.1618033989,0,0,0,-0.0007177933584,0.003752961892,0.003820988127,1.759774571,0,-0.0003677079602,0.002344966242,0.002373620825,1.726337097,0
0.000249,0.2239102341,-267496.3345,0.07959329363,-99270.07464,0.8090169944,-0.9510565163,0.3090169944,-0.1902113033,0,-0.1902113033,0,0,0,-0.0007390167078,0.003759505803,0.003831452671,1.764894373,0,-0.0003752409614,0.002347191313,0.002376996601,1.729322956,0
0.00025,-0.05284978092,-279045.8394,-0.0227872045,-102963.5744,1,-1,1.371975803e-14,-0.2,0,-0.2,0,0,0,-0.000733657828,0.003759129852,0.003830053662,1.763540413,0,-0.0003729247169,0.002346956594,0.00237640024,1.728376084,0
0.000251,-0.3195431999,-247534.0907,-0.1210126084,-91147.83357,0.8090169944,-0.9510565163,-0.3090169944,-0.1902113033,0,-0.1902113033,0,0,0,-0.000703194098,0.003768628367,0.003833672092,1.755266507,0,-0.0003613784414,0.002350461394,0.002378079717,1.723349646,0
0.000252,-0.5358331995,-180593.4168,-0.2014535805,-68700.3307,0.3090169944,-0.8090169944,-0.5877852523,-0.1618033989,0,-0.1618033989,0,0,0,-0.0006597739621,0.003799746989,0.003856601984,1.742718498,0,-0.0003450443666,0.002362067492,0.002387136036,1.715847672,0
0.000253,-0.6749878535,-96750.57784,-0.2578310571,-44408.20178,-0.3090169944,-0.5877852523,-0.8090169944,-0.1175570505,0,-0.1175570505,0,0,0,-0.0006200331941,0.003853974679,0.003903531989,1.730310959,0,-0.0003298549328,0.002382690256,0.002405414129,1.708359992,0
0.000254,-0.7303237196,-15536.67466,-0.291781285,-24367.13903,-0.8090169944,-0.3090169944,-0.9510565163,-0.06180339887,0,-0.06180339887,0,0,0,-0.0005974029467,0.003923047195,0.00396827287,1.721915683,0,-0.0003208054098,0.002410202036,0.002431458403,1.70312166,0
0.000255,-0.7102732489,53550.98603,-0.3080435047,-8541.685059,-1,-1.911006089e-14,-1,-3.822012178e-15,0,-3.822012178e-15,0,0,0,-0.0005973432064,0.003993682215,0.00403810804,1.719267708,0,-0.0003207733292,0.002440765367,0.002461753664,1.701470677,0
0.000256,-0.626694186,112334.6877,-0.3086978938,7802.311951,-0.8090169944,0.3090169944,-0.9510565163,0.06180339887,0,0.06180339887,0,0,0,-0.0006166493875,0.004052885006,0.004099528429,1.721789005,0,-0.0003302805414,0.002469880204,0.002491865458,1.703730998,0
0.000257,-0.487521271,165039.2892,-0.2904921476,29773.29791,-0.3090169944,0.5877852523,-0.8090169944,0.1175570505,0,0.1175570505,0,0,0,-0.0006452435039,0.004091921017,0.00414248196,1.727195693,0,-0.0003473222134,0.002493134525,0.00251721125,1.709216902,0
0.000258,-0.2994033784,209001.7946,-0.2469181693,58096.05171,0.3090169944,0.8090169944,-0.5877852523,0.1618033989,0,0.1618033989,0,0,0,-0.0006694012217,0.004109110313,0.004163278223,1.732284353,0,-0.0003672635807,0.002507398697,0.002534152869,1.716234087,0
0.000259,-0.07611245714,233182.4731,-0.1741217396,86742.70057,0.8090169944,0.9510565163,-0.3090169944,0.1902113033,0,0.1902113033,0,0,0,-0.0006765730064,0.004111051407,0.004166352686,1.733908405,0,-0.0003837868159,0.002512528615,0.002541671175,1.722373919,0
0.00026,0.1560465203,225186.2796,-0.07667417253,105837.318,1,1,-1.028950904e-14,0.2,0,0.2,0,0,0,-0.000660900697,0.004110640302,0.004163430487,1.730210118,0,-0.0003914158544,0.002512277362,0.002542586068,1.725354945,0
0.000261,0.3620679994,181545.5083,0.03200213266,108737.723,0.8090169944,0.9510565163,0.3090169944,0.1902113033,0,0.1902113033,0,0,0,-0.000626399894,0.004121417754,0.004168748149,1.721628501,0,-0.0003883331292,0.002513015055,0.002542842363,1.724112421,0
0.000262,0.5107483904,113441.1754,0.1357906042,96969.42469,0.3090169944,0.8090169944,0.5877852523,0.1618033989,0,0.1618033989,0,0,0,-0.0005850168412,0.004151026649,0.004192048061,1.710807263,0,-0.0003773086052,0.002520745325,0.002548826941,1.719374638,0
0.000263,0.587664951,41426.77517,0.2235927291,78171.85965,-0.3090169944,0.5877852523,0.8090169944,0.1175570505,0,0.1175570505,0,0,0,-0.0005504162604,0.00419815464,0.004234083188,1.70116184,0,-0.0003641284235,0.002538582282,0.002564564195,1.713262289,0
0.000264,0.5979316939,-18212.60094,0.2922373936,59432.26469,-0.8090169944,0.3090169944,0.9510565163,0.06180339887,0,0.06180339887,0,0,0,-0.0005318841132,0.004254601508,0.004287719056,1.695164958,0,-0.0003550613785,0.002566121851,0.002590569424,1.708288312,0
0.000265,0.5565205871,-62501.04406,0.3430248522,42123.45584,-1,1.567981189e-14,1,3.135962379e-15,0,3.135962379e-15,0,0,0,-0.0005318309248,0.004309828106,0.004342517984,1.693575202,0,-0.0003550258724,0.002600167724,0.002624293346,1.706496792,0
0.000266,0.4757674198,-98274.90282,0.3754444537,21616.78112,-0.8090169944,-0.3090169944,0.9510565163,-0.06180339887,0,-0.06180339887,0,0,0,-0.0005464797636,0.004354645294,0.004388801177,1.695637219,0,-0.0003665922415,0.002635614597,0.002660987444,1.709001365,0
0.000267,0.3605642838,-131897.0075,0.3829612299,-8535.959183,-0.3090169944,-0.5877852523,0.8090169944,-0.1175570505,0,-0.1175570505,0,0,0,-0.0005676185524,0.004383380093,0.004419978717,1.699573064,0,-0.0003890654786,0.00266633325,0.002694569529,1.715691531,0
0.000268,0.2131476298,-161622.3165,0.3544047048,-50088.92097,0.3090169944,-0.8090169944,0.5877852523,-0.1618033989,0,-0.1618033989,0,0,0,-0.0005848057961,0.004395470258,0.004434203041,1.703066889,0,-0.0004176985149,0.002686898002,0.002719171367,1.725019387,0
0.000269,0.04191753278,-177560.6691,0.281358668,-95538.18201,0.8090169944,-0.9510565163,0.3090169944,-0.1902113033,0,-0.1902113033,0,0,0,-0.0005887339098,0.004396326034,0.004435571013,1.703919302,0,-0.0004444155445,0.002695323774,0.00273171657,1.734209938,0
0.00027,-0.1336549586,-169071.1341,0.1667361742,-130913.5804,1,-1,6.859260036e-15,-0.2,0,-0.2,0,0,0,-0.0005753095405,0.004395886402,0.004433373244,1.700931225,0,-0.0004610447204,0.002695054241,0.002734205478,1.740226891,0
0.000271,-0.2872100086,-134293.4264,0.02669401881,-145385.249,0.8090169944,-0.9510565163,-0.3090169944,-0.1902113033,0,-0.1902113033,0,0,0,-0.0005479367145,0.00440432209,0.004438275309,1.694569239,0,-0.000463537368,0.002693959845,0.002733548342,1.741193215,0
0.000272,-0.3968120161,-83646.63524,-0.1168222077,-138731.588,0.3090169944,-0.8090169944,-0.5877852523,-0.1618033989,0,-0.1618033989,0,0,0,-0.0005157791544,0.004427205683,0.004457149122,1.686775682,0,-0.0004540398991,0.002700557086,0.002738459568,1.737366734,0
0.000273,-0.4546193562,-33151.96287,-0.2465607924,-119534.9262,-0.3090169944,-0.5877852523,-0.8090169944,-0.1175570505,0,-0.1175570505,0,0,0,-0.0004890057212,0.004463542441,0.004490249182,1.679916668,0,-0.0004395020154,0.002720234218,0.002755510156,1.730979793,0
0.000274,-0.4668443369,6662.30201,-0.3548079453,-96799.08215,-0.8090169944,-0.3090169944,-0.9510565163,-0.06180339887,0,-0.06180339887,0,0,0,-0.0004745305372,0.004507495622,0.004532405102,1.675685841,0,-0.0004284938967,0.002753706435,0.002786845197,1.725164587,0
0.000275,-0.4449343465,35888.5879,-0.4398236509,-72705.84867,-1,-2.646041761e-14,-1,-5.292083522e-15,0,-5.292083522e-15,0,0,0,-0.0004744830842,0.004551538307,0.004576203138,1.674667892,0,-0.0004284510473,0.00279741343,0.002830033957,1.72277502,0
0.000276,-0.3963200522,61316.06267,-0.497877975,-41503.41883,-0.8090169944,0.3090169944,-0.9510565163,0.06180339887,0,0.06180339887,0,0,0,-0.000486682599,0.00458877543,0.004614511881,1.67646068,0,-0.0004437934777,0.002844484698,0.002878896637,1.725567504,0
0.000277,-0.3215611422,88642.71261,-0.5176400691,4857.255593,-0.3090169944,0.5877852523,-0.8090169944,0.1175570505,0,0.1175570505,0,0,0,-0.0005055348204,0.004614331395,0.00464194137,1.679918667,0,-0.0004741752182,0.00288607821,0.002924771713,1.733638914,0
0.000278,-0.2186933323,116640.3163,-0.4825974788,67146.42053,0.3090169944,0.8090169944,-0.5877852523,0.1618033989,0,0.1618033989,0,0,0,-0.0005231769292,0.004626724434,0.004656210163,1.683395214,0,-0.0005131707569,0.002914155971,0.002958994634,1.745105077,0
0.000279,-0.09088700251,136764.479,-0.3820475134,132855.7087,0.8090169944,0.9510565163,-0.3090169944,0.1902113033,0,0.1902113033,0,0,0,-0.0005317684791,0.004629070324,0.0046595139,1.685170842,0,-0.0005494543175,0.002925670472,0.002976818396,1.756438497,0
0.00028,0.04875515835,139041.252,-0.222535405,181937.1411,1,1,-1.763986575e-14,0.2,0,0.2,0,0,0,-0.0005268397864,0.004628607417,0.004658494046,1.684131093,0,-0.0005716529126,0.002925377905,0.002980708463,1.76377614,0
0.000281,0.1799800775,120268.2883,-0.0285205785,200791.339,0.8090169944,0.9510565163,0.3090169944,0.1902113033,0,0.1902113033,0,0,0,-0.0005096699799,0.004633706246,0.004661651753,1.680347813,0,-0.0005743082155,0.002924204033,0.002980066971,1.764726167,0
0.000282,0.2844419,87287.61979,0.1691142111,190463.2531,0.3090169944,0.8090169944,0.5877852523,0.1618033989,0,0.1618033989,0,0,0,-0.0004866071798,0.004649961951,0.004675353751,1.675064377,0,-0.0005605691576,0.002933851897,0.002986925632,1.759590156,0
0.000283,0.3538079231,51941.27373,0.3464304332,162276.694,-0.3090169944,0.5877852523,0.8090169944,0.1175570505,0,0.1175570505,0,0,0,-0.0004657622111,0.004678120617,0.004701249509,1.670031121,0,-0.0005401504307,0.002961585322,0.003010440185,1.751199005,0
0.000284,0.3904056457,22464.12459,0.4913910689,126909.2478,-0.8090169944,0.3090169944,0.9510565163,0.06180339887,0,0.06180339887,0,0,0,-0.000453651437,0.004714782589,0.00473655724,1.666719982,0,-0.0005249115966,0.003008023232,0.003053479318,1.743560533,0
0.000285,0.4008329471,-1003.149039,0.5985805637,86175.78263,-1,8.819313896e-15,1,1.763862779e-15,0,1.763862779e-15,0,0,0,-0.0004536060718,0.004754394405,0.004775984153,1.66591616,0,-0.0005248591054,0.003067580486,0.003112157952,1.740254152,0
0.000286,0.3884767209,-24237.38322,0.6596216206,33173.2657,-0.8090169944,-0.3090169944,0.9510565163,-0.06180339887,0,-0.06180339887,0,0,0,-0.0004655653021,0.004790865297,0.004813433426,1.667669856,0,-0.0005451900486,0.003130007472,0.003177133765,1.743247907,0
0.000287,0.3504335627,-52955.78949,0.6583913917,-38686.50132,-0.3090169944,-0.5877852523,0.8090169944,-0.1175570505,0,-0.1175570505,0,0,0,-0.0004861167136,0.004818736882,0.004843194668,1.671336711,0,-0.0005838348046,0.003182959453,0.003236061489,1.752204927,0
0.000288,0.2806719704,-86950.01672,0.5775158247,-123818.5441,0.3090169944,-0.8090169944,0.5877852523,-0.1618033989,0,-0.1618033989,0,0,0,-0.0005087749413,0.004834752492,0.004861448714,1.675643322,0,-0.0006304984328,0.003216586686,0.003277797764,1.764356995,0
0.000289,0.1774137718,-118127.8042,0.4130367772,-201880.8776,0.8090169944,-0.9510565163,0.3090169944,-0.1902113033,0,-0.1902113033,0,0,0,-0.0005255971162,0.004839751404,0.004868207677,1.678972405,0,-0.0006697175148,0.003229028566,0.003297748782,1.775302085,0
0.00029,0.04925416695,-135076.8567,0.1839763148,-249946.5605,1,-1,1.420961675e-14,-0.2,0,-0.2,0,0,0,-0.0005304699732,0.004839267429,0.004868255092,1.679978233,0,-0.0006880481745,0.003228705663,0.003301204409,1.780758985,0
0.000291,-0.08570507778,-131486.0141,-0.07298387372,-257313.321,0.8090169944,-0.9510565163,-0.3090169944,-0.1902113033,0,-0.1902113033,0,0,0,-0.0005222658889,0.004841431935,0.00486951998,1.678255046,0,-0.0006810381908,0.003230638118,0.003301641359,1.778560439,0
0.000292,-0.2079164332,-110891.1744,-0.318552835,-228972.3454,0.3090169944,-0.8090169944,-0.5877852523,-0.1618033989,0,-0.1618033989,0,0,0,-0.0005053928695,0.004853168813,0.004879412821,1.674558999,0,-0.0006551986213,0.00324903912,0.003314444212,1.769786759,0
0.000293,-0.3051485829,-83257.72637,-0.5234607418,-178318.8761,-0.3090169944,-0.5877852523,-0.8090169944,-0.1175570505,0,-0.1175570505,0,0,0,-0.0004874061466,0.004877370535,0.004901663808,1.670397805,0,-0.000624364851,0.00329106308,0.003349765314,1.758283429,0
0.000294,-0.3749747798,-56935.62797,-0.6717104065,-116986.3339,-0.8090169944,-0.3090169944,-0.9510565163,-0.06180339887,0,-0.06180339887,0,0,0,-0.000475770048,0.004912545019,0.004935529931,1.667343201,0,-0.0006035454214,0.003354617429,0.003408478425,1.748806766,0
0.000295,-0.4199485065,-33095.63564,-0.7551361627,-48602.65544,-1,-1.959991961e-14,-1,-3.919983922e-15,0,-3.919983922e-15,0,0,0,-0.000475722471,0.004954048615,0.004976837304,1.666529797,0,-0.0006034850669,0.003429795584,0.003482483593,1.74496716,0
0.000296,-0.4401820565,-6261.41782,-0.7656857502,29168.01476,-0.8090169944,0.3090169944,-0.9510565163,0.06180339887,0,0.06180339887,0,0,0,-0.0004892772724,0.004995417011,0.005019321006,1.668430143,0,-0.0006270857093,0.003502273646,0.003557970936,1.747969926,0
0.000297,-0.4291786038,30126.66571,-0.6936810589,115604.5379,-0.3090169944,0.5877852523,-0.8090169944,0.1175570505,0,0.1175570505,0,0,0,-0.00051445483,0.005029638748,0.005055880705,1.672726492,0,-0.0006677965503,0.003558043396,0.0036201692,1.756324393,0
0.000298,-0.3764422597,76433.60503,-0.535153245,199513.6448,0.3090169944,0.8090169944,-0.5877852523,0.1618033989,0,0.1618033989,0,0,0,-0.0005448582031,0.005051262505,0.005080563291,1.67824663,0,-0.0007110245777,0.00358914311,0.003658893851,1.766368407,0
0.000299,-0.2760955767,123078.5316,-0.3018897952,261861.3402,0.8090169944,0.9510565163,-0.3090169944,0.1902113033,0,0.1902113033,0,0,0,-0.000571061967,0.005059289201,0.005091416207,1.683194552,0,-0.0007396649009,0.003598113103,0.003673352974,1.773542085,0
0.0003,-0.1352317162,155154.1172,-0.02436900408,286048.8949,1,1,-2.499022247e-14,0.2,0,0.2,0,0,0,-0.0005845280324,0.005058783272,0.005092441577,1.685833337,0,-0.0007420278348,0.003597753292,0.003673477107,1.774191874,0
0.000301,0.02587130321,162860.8692,0.2552327214,266127.4868,0.8090169944,0.9510565163,0.3090169944,0.1902113033,0,0.1902113033,0,0,0,-0.0005820090725,0.005059076861,0.005092444722,1.685335342,0,-0.0007176795578,0.003605280641,0.00367601856,1.767291184,0
0.000302,0.1828105074,148038.9461,0.4951612805,208753.7703,0.3090169944,0.8090169944,0.5877852523,0.1618033989,0,0.1618033989,0,0,0,-0.0005671611908,0.005069316286,0.005100944954,1.682214181,0,-0.0006775484007,0.003634024963,0.003696648383,1.755125608,0
0.000303,0.3178516125,120966.9149,0.6654726385,129919.7984,-0.3090169944,0.5877852523,0.8090169944,0.1175570505,0,0.1175570505,0,0,0,-0.0005484216257,0.00509452409,0.005123957648,1.678032604,0,-0.0006383651456,0.003687499428,0.003742347137,1.742213392,0
0.000304,0.4239732977,91256.3847,0.7536871945,46978.30394,-0.8090169944,0.3090169944,0.9510565163,0.06180339887,0,0.06180339887,0,0,0,-0.0005352652881,0.005134336894,0.005162162751,1.674673161,0,-0.0006150110939,0.00375881059,0.003808791895,1.7329778,0
0.000305,0.5002234261,60772.80019,0.761487857,-30133.42398,-1,1.616967061e-14,1,3.233934123e-15,0,3.233934123e-15,0,0,0,-0.0005352117616,0.005183845803,0.005211401821,1.673677877,0,-0.0006149495928,0.003834583495,0.003883579995,1.729811681,0
0.000306,0.5432502013,23456.76155,0.6956488798,-100611.3797,-0.8090169944,-0.3090169944,0.9510565163,-0.06180339887,0,-0.06180339887,0,0,0,-0.0005519455949,0.005234993583,0.005264010045,1.675842097,0,-0.0006363848305,0.003900360176,0.003951935622,1.7325317,0
0.000307,0.5422836058,-27942.10877,0.5619334817,-165764.8411,-0.3090169944,-0.5877852523,0.8090169944,-0.1175570505,0,-0.1175570505,0,0,0,-0.0005837650309,0.005278341749,0.00531052476,1.680944979,0,-0.0006693508133,0.003945431514,0.004001807134,1.738848354,0
0.000308,0.48281485,-92254.31313,0.367348639,-220887.6752,0.3090169944,-0.8090169944,0.5877852523,-0.1618033989,0,-0.1618033989,0,0,0,-0.0006227671963,0.005306193059,0.005342613945,1.687627941,0,-0.0006990030074,0.003966629182,0.004027747791,1.745226379,0
0.000309,0.3580057637,-155525.2389,0.1275231991,-253943.9406,0.8090169944,-0.9510565163,0.3090169944,-0.1902113033,0,-0.1902113033,0,0,0,-0.000656753291,0.005316725426,0.005357134882,1.693699637,0,-0.000711061284,0.003970173203,0.004033346428,1.74801817,0
0.00031,0.1787282716,-198323.7739,-0.1286814412,-251978.3064,1,-1,7.349118756e-15,-0.2,0,-0.2,0,0,0,-0.0006745604428,0.005316193754,0.005358819629,1.697009702,0,-0.0006981220338,0.003969776185,0.004030694399,1.744875631,0
0.000311,-0.02769814798,-209106.6463,-0.3629376888,-210455.919,0.8090169944,-0.9510565163,-0.3090169944,-0.1902113033,0,-0.1902113033,0,0,0,-0.0006718587364,0.005316518054,0.005358801954,1.696501932,0,-0.0006635347962,0.003980594599,0.004035518775,1.735970025,0
0.000312,-0.22955322,-190677.0181,-0.5394227451,-139240.9355,0.3090169944,-0.8090169944,-0.5877852523,-0.1618033989,0,-0.1618033989,0,0,0,-0.0006532203049,0.005329479202,0.005369361725,1.692755414,0,-0.0006198282259,0.004011903013,0.004059501548,1.724081694,0
0.000313,-0.4033313672,-155137.4387,-0.6384209137,-59146.14491,-0.3090169944,-0.5877852523,-0.8090169944,-0.1175570505,0,-0.1175570505,0,0,0,-0.0006294477599,0.005361576447,0.005398398511,1.687661136,0,-0.0005822408033,0.00406315116,0.0041046561,1.713125242,0
0.000314,-0.5378582529,-113346.0498,-0.661212696,11015.52738,-0.8090169944,-0.3090169944,-0.9510565163,-0.06180339887,0,-0.06180339887,0,0,0,-0.0006127640811,0.005412193649,0.005446771513,1.683535416,0,-0.0005617499832,0.004125629909,0.004163698499,1.70612512,0
0.000315,-0.6287337122,-67359.384,-0.6218349914,65396.87933,-1,-2.695027633e-14,-1,-5.390055266e-15,0,-5.390055266e-15,0,0,0,-0.0006127028047,0.005474525801,0.005508705608,1.682251397,0,-0.0005616938082,0.004187400845,0.004224905416,1.70413938,0
0.000316,-0.6691451005,-11201.33251,-0.5338816034,109446.4291,-0.8090169944,0.3090169944,-0.9510565163,0.06180339887,0,0.06180339887,0,0,0,-0.0006333192552,0.00553761783,0.005573715503,1.684668307,0,-0.0005781354877,0.004237757263,0.004277011487,1.706384157,0
0.000317,-0.6458327735,60172.44667,-0.4042014335,149350.8709,-0.3090169944,0.5877852523,-0.8090169944,0.1175570505,0,0.1175570505,0,0,0,-0.0006712170212,0.005589313037,0.005629471779,1.690313343,0,-0.0006018360383,0.00427003407,0.004312238117,1.710818083,0
0.000318,-0.5455865761,140410.1838,-0.2370436246,183275.1567,0.3090169944,0.8090169944,-0.5877852523,0.1618033989,0,0.1618033989,0,0,0,-0.0007152887807,0.00562082288,0.005666152829,1.697372929,0,-0.0006209530868,0.004283540141,0.00432831363,1.714756112,0
0.000319,-0.3683483119,210517.6335,-0.04311750314,200806.9707,0.8090169944,0.9510565163,-0.3090169944,0.1902113033,0,0.1902113033,0,0,0,-0.0007502492581,0.005631643386,0.005681397819,1.703236805,0,-0.0006249917097,0.004284444191,0.004329789448,1.715649261,0
0.00032,-0.134946654,250078.8751,0.1551169477,190543.1323,1,1,-1.812972447e-14,0.2,0,0.2,0,0,0,-0.0007636688985,0.005631080222,0.005682627443,1.705590733,0,-0.0006094175158,0.004284015747,0.004327144627,1.712102055,0
0.000321,0.1183111252,250008.4392,0.3276864249,150278.5546,0.8090169944,0.9510565163,0.3090169944,0.1902113033,0,0.1902113033,0,0,0,-0.000752340475,0.005634173129,0.005684181826,1.703542714,0,-0.000578191743,0.004293713413,0.004332468183,1.704651193,0
0.000322,0.3534627102,215703.4498,0.4492835805,91363.79983,0.3090169944,0.8090169944,0.5877852523,0.1618033989,0,0.1618033989,0,0,0,-0.000723669507,0.005654385728,0.005700506602,1.698088084,0,-0.0005417861187,0.004319692267,0.004353535745,1.695567189,0
0.000323,0.5428316569,160857.7878,0.5103365255,32038.89375,-0.3090169944,0.5877852523,0.8090169944,0.1175570505,0,0.1175570505,0,0,0,-0.0006916902958,0.005697736293,0.005739567434,1.691602574,0,-0.0005117351117,0.00436054739,0.004390472226,1.687617685,0
0.000324,0.6725501596,97886.51675,0.517622549,-15072.58651,-0.8090169944,0.3090169944,0.9510565163,0.06180339887,0,0.06180339887,0,0,0,-0.0006708381839,0.005761129841,0.005800055251,1.686716419,0,-0.0004956885218,0.004409340166,0.004437114806,1.682744161,0
0.000325,0.7374755679,31314.74952,0.4845978607,-49352.33876,-1,9.309172615e-15,1,1.861834523e-15,0,1.861834523e-15,0,0,0,-0.0006707711001,0.005834301285,0.005872734061,1.685263996,0,-0.0004956389529,0.004457359018,0.004484830809,1.681537059,0
