t,x1,v1,x2,v2,pump,refc,refs,drive1,drive2,u1,u2,k12_eff,k21_eff,i1,q1,amp1,phase1,bit1,i2,q2,amp2,phase2,bit2
0.000479,-0.3067403679,213933.3929,-0.1271019505,212995.0133,0.8090169944,0.9510565163,-0.3090169944,0.1902113033,0,0.1902113033,0,0,0,-0.0008931077589,0.0103727411,0.01041111903,1.656685921,0,-0.0008081605835,0.008861025409,0.008897802809,1.661748656,0
0.00048,-0.07528639117,243027.213,0.0893050644,214383.3235,1,1,-3.430001407e-14,0.2,0,0.2,0,0,0,-0.0009005470873,0.01037170383,0.01041072645,1.657406417,0,-0.000799149261,0.008860139306,0.008896106343,1.660748938,0
0.000481,0.1665055524,234514.1143,0.2903824519,182753.0729,0.8090169944,0.9510565163,0.3090169944,0.1902113033,0,0.1902113033,0,0,0,-0.0008846214135,0.01037581196,0.01041345422,1.655848687,0,-0.0007714523338,0.008868226604,0.008901717913,1.657568486,0
0.000482,0.3829667549,194275.8778,0.4466356649,127200.0697,0.3090169944,0.8090169944,0.5877852523,0.1618033989,0,0.1618033989,0,0,0,-0.0008535502901,0.0103972846,0.01043226127,1.652706227,0,-0.0007352416042,0.008893592367,0.008923932172,1.653279694,0
0.000483,0.5492182084,136640.8991,0.5426182732,65128.08113,-0.3090169944,0.5877852523,0.8090169944,0.1175570505,0,0.1175570505,0,0,0,-0.0008211826987,0.01044067756,0.0104729217,1.649286983,0,-0.0007032737782,0.008936601748,0.008964231412,1.649330357,0
0.000484,0.6549568225,74841.75344,0.5795908734,10656.10778,-0.8090169944,0.3090169944,0.9510565163,0.06180339887,0,0.06180339887,0,0,0,-0.0008008613016,0.01050192359,0.01053241557,1.646907551,0,-0.0006852931078,0.008990830455,0.00901690961,1.646870568,0
0.000485,0.6992269347,13721.14424,0.567595029,-33246.4344,-1,3.969031692e-14,1,7.938063385e-15,0,7.938063385e-15,0,0,0,-0.0008007812154,0.01057079609,0.01060108393,1.646406021,0,-0.0006852245785,0.009046690875,0.009072604285,1.646395095,0
0.000486,0.6816698105,-49495.72908,0.5146859522,-72386.43545,-0.8090169944,-0.3090169944,0.9510565163,-0.06180339887,0,-0.06180339887,0,0,0,-0.0008217658929,0.01063456966,0.01066627259,1.647916147,0,-0.0007010607267,0.009094735749,0.009121716093,1.647728424,0
0.000487,0.598618277,-117071.0777,0.4223876576,-112457.8794,-0.3090169944,-0.5877852523,0.8090169944,-0.1175570505,0,-0.1175570505,0,0,0,-0.0008568696158,0.01068193544,0.01071624795,1.650841631,0,-0.0007258179442,0.009127998155,0.009156809597,1.650144941,0
0.000488,0.4480068938,-182736.9603,0.28999762,-151434.7738,0.3090169944,-0.8090169944,0.5877852523,-0.1618033989,0,-0.1618033989,0,0,0,-0.0008930284479,0.01070720043,0.01074437717,1.654008211,0,-0.0007492066627,0.009144130987,0.009174772048,1.652546785,0
0.000489,0.2387490503,-231601.9816,0.1233728142,-178799.2794,0.8090169944,-0.9510565163,0.3090169944,-0.1902113033,0,-0.1902113033,0,0,0,-0.0009156455291,0.01071350746,0.01075256476,1.656055594,0,-0.0007608651939,0.009147029004,0.009178619474,1.653786944,0
0.00049,-0.004337947097,-248452.9187,-0.05954477711,-182471.1391,1,-1,1.665891035e-14,-0.2,0,-0.2,0,0,0,-0.0009151201698,0.01071243611,0.01075145257,1.656015394,0,-0.0007548346297,0.009146114301,0.009177209932,1.653140344,0
0.000491,-0.245210592,-227284.4642,-0.2320578921,-158341.9807,0.8090169944,-0.9510565163,-0.3090169944,-0.1902113033,0,-0.1902113033,0,0,0,-0.0008917077447,0.01071894229,0.01075596888,1.653795114,0,-0.0007326891292,0.009152370673,0.009181651393,1.650680539,0
0.000492,-0.4483819089,-175202.2316,-0.3694714099,-114419.1687,0.3090169944,-0.8090169944,-0.5877852523,-0.1618033989,0,-0.1618033989,0,0,0,-0.0008553437155,0.01074422562,0.01077821864,1.650238403,0,-0.0007027249953,0.00917317242,0.00920004971,1.647253535,0
0.000493,-0.5906496945,-108372.5013,-0.4592641871,-65516.85417,-0.3090169944,-0.5877852523,-0.8090169944,-0.1175570505,0,-0.1175570505,0,0,0,-0.0008205406631,0.01079093576,0.01082208767,1.646690084,0,-0.0006756598512,0.009209410356,0.009234162406,1.644031361,0
0.000494,-0.6654201243,-42075.15256,-0.5027399026,-22873.53774,-0.8090169944,-0.3090169944,-0.9510565163,-0.06180339887,0,-0.06180339887,0,0,0,-0.0007998959964,0.01085314189,0.01088257885,1.644365103,0,-0.0006600567678,0.009256302821,0.009279806941,1.641984726,0
0.000495,-0.6770806293,17771.17583,-0.507689005,12092.87937,-1,-2.204921321e-14,-1,-4.409842642e-15,0,-4.409842642e-15,0,0,0,-0.0007998160068,0.01091976463,0.01094901664,1.643910568,0,-0.0006599907622,0.009306146092,0.009329519971,1.641597664,0
0.000496,-0.631020631,74192.31403,-0.4790954309,45426.16952,-0.8090169944,0.3090169944,-0.9510565163,0.06180339887,0,0.06180339887,0,0,0,-0.0008192356351,0.01097868629,0.01100920976,1.645278839,0,-0.0006747296261,0.00935078016,0.009375091982,1.642829057,0
0.000497,-0.5284956409,130816.7452,-0.4153203119,82948.63635,-0.3090169944,0.5877852523,-0.8090169944,0.1175570505,0,0.1175570505,0,0,0,-0.0008502179059,0.01102034461,0.01105309305,1.647793651,0,-0.0006990740686,0.009383445201,0.009409449952,1.645159737,0
0.000498,-0.370511639,183645.9208,-0.3121446988,123192.4802,0.3090169944,0.8090169944,-0.5877852523,0.1618033989,0,0.1618033989,0,0,0,-0.0008801079053,0.01104102071,0.01107604298,1.650340683,0,-0.0007242571977,0.009400854262,0.009428711966,1.647686079,0
0.000499,-0.1666178836,220221.2191,-0.1713678089,156023.9926,0.8090169944,0.9510565163,-0.3090169944,0.1902113033,0,0.1902113033,0,0,0,-0.0008958661969,0.01104506538,0.01108133771,1.651729241,0,-0.0007404828192,0.009405209733,0.009434314227,1.649365388,0
0.0005,0.05981573586,226981.832,-0.006894956796,168864.8408,1,1,-2.743951607e-14,0.2,0,0.2,0,0,0,-0.0008897950367,0.01104396087,0.0110797476,1.651191142,0,-0.0007410982666,0.009404269212,0.009433424937,1.649438253,0
0.000501,0.2754754633,198956.3828,0.1576056944,156109.7463,0.8090169944,0.9510565163,0.3090169944,0.1902113033,0,0.1902113033,0,0,0,-0.0008635067838,0.01105136914,0.01108505317,1.648773625,0,-0.0007260349645,0.009408199069,0.009436171707,1.647814132,0
0.000502,0.4486809519,144423.2701,0.2985748574,123558.6645,0.3090169944,0.8090169944,0.5877852523,0.1618033989,0,0.1618033989,0,0,0,-0.0008271213816,0.0110766368,0.01110747553,1.645330608,0,-0.0007018071476,0.009424808039,0.009450901536,1.645122966,0
0.000503,0.5611553191,80432.03333,0.4023498073,83843.34275,-0.3090169944,0.5877852523,0.8090169944,0.1175570505,0,0.1175570505,0,0,0,-0.0007940547874,0.01112092756,0.01114924001,1.642077204,0,-0.0006780874386,0.009456416341,0.009480696841,1.642380401,0
0.000504,0.6114533358,21712.9372,0.4673592914,47038.88036,-0.8090169944,0.3090169944,0.9510565163,0.06180339887,0,0.06180339887,0,0,0,-0.0007750804347,0.01117796813,0.01120480795,1.640025528,0,-0.0006635774335,0.009499919209,0.009523066733,1.640533904,0
0.000505,0.6078433723,-27646.49237,0.4979846817,14570.79727,-1,4.408109496e-15,1,8.816218993e-16,0,8.816218993e-16,0,0,0,-0.0007750029266,0.01123763468,0.01126432699,1.639652253,0,-0.0006635110757,0.009548767686,0.009571792479,1.64017138,0
0.000506,0.5576288979,-72610.37181,0.4960107222,-19371.09346,-0.8090169944,-0.3090169944,0.9510565163,-0.06180339887,0,-0.06180339887,0,0,0,-0.0007921571069,0.01128954457,0.01131730222,1.640848832,0,-0.0006787722989,0.009594986232,0.009618965257,1.641421064,0
0.000507,0.4622260971,-118380.4442,0.4566001592,-60860.41168,-0.3090169944,-0.5877852523,0.8090169944,-0.1175570505,0,-0.1175570505,0,0,0,-0.0008192468595,0.01132581049,0.01135540174,1.643005065,0,-0.0007055427056,0.009630966462,0.009656775109,1.643923423,0
0.000508,0.3213139839,-162387.5098,0.3720174794,-108649.4026,0.3090169944,-0.8090169944,0.5877852523,-0.1618033989,0,-0.1618033989,0,0,0,-0.0008451597822,0.01134356427,0.0113750053,1.645164585,0,-0.0007355689977,0.009651870004,0.00967985828,1.646859296,0
0.000509,0.1417710872,-193391.7328,0.2407884455,-151781.6081,0.8090169944,-0.9510565163,0.3090169944,-0.1902113033,0,-0.1902113033,0,0,0,-0.0008585584978,0.01134681089,0.01137924602,1.646317602,0,-0.0007583957828,0.009658345589,0.009688075334,1.649157866,0
0.00051,-0.05671408109,-198625.949,0.07497638965,-175726.567,1,-1,3.822012178e-14,-0.2,0,-0.2,0,0,0,-0.0008528012339,0.0113456762,0.0113776816,1.645820555,0,-0.0007658175822,0.009657379755,0.009687696336,1.649929426,0
0.000511,-0.2451211067,-173551.7712,-0.1014387512,-172687.6878,0.8090169944,-0.9510565163,-0.3090169944,-0.1902113033,0,-0.1902113033,0,0,0,-0.0008294035512,0.0113521163,0.01138237474,1.643728321,0,-0.0007560936019,0.009659548647,0.009689094777,1.64891127,0
0.000512,-0.396234111,-126260.2831,-0.2626324133,-146846.7552,0.3090169944,-0.8090169944,-0.5877852523,-0.1618033989,0,-0.1618033989,0,0,0,-0.0007972645979,0.01137427114,0.01140217851,1.640775558,0,-0.000734770584,0.009674019838,0.009701883716,1.646603751,0
0.000513,-0.4954576074,-72371.25373,-0.3915145703,-110160.6281,-0.3090169944,-0.5877852523,-0.8090169944,-0.1175570505,0,-0.1175570505,0,0,0,-0.0007680626039,0.01141321708,0.01143903161,1.637990904,0,-0.0007116844579,0.00970472663,0.009730786902,1.643999088,0
0.000514,-0.5430666051,-24299.19732,-0.4828876388,-72920.76413,-0.8090169944,-0.3090169944,-0.9510565163,-0.06180339887,0,-0.06180339887,0,0,0,-0.0007512041167,0.01146372446,0.01148831085,1.636231574,0,-0.0006966912407,0.009749681501,0.009774541833,1.642132918,0
0.000515,-0.5468677644,15719.08001,-0.5379147238,-37014.27782,-1,-4.361042464e-14,-1,-8.722084929e-15,0,-8.722084929e-15,0,0,0,-0.0007511289963,0.01151726486,0.01154173231,1.635921752,0,-0.0006966215716,0.009802498005,0.009827219787,1.641742772,0
0.000516,-0.5123825179,53468.30088,-0.5554298061,3343.183383,-0.8090169944,0.3090169944,-0.9510565163,0.06180339887,0,0.06180339887,0,0,0,-0.0007668873739,0.01156484361,0.01159024262,1.637011339,0,-0.0007137156344,0.009854342269,0.00988015443,1.643096595,0
0.000517,-0.4386786784,94597.64126,-0.5275355644,54317.24475,-0.3090169944,0.5877852523,-0.8090169944,0.1175570505,0,0.1175570505,0,0,0,-0.000792595571,0.01159917698,0.01162622528,1.639022323,0,-0.0007446520253,0.009896035358,0.009924012417,1.645902296,0
0.000518,-0.3225647165,137151.5163,-0.4437860482,113693.2308,0.3090169944,0.8090169944,-0.5877852523,0.1618033989,0,0.1618033989,0,0,0,-0.0008186123451,0.01161697694,0.01164578376,1.641146936,0,-0.0007804806056,0.009921130844,0.009951783117,1.649303153,0
0.000519,-0.1674538309,170380.4739,-0.3017336763,168091.9269,0.8090169944,0.9510565163,-0.3090169944,0.1902113033,0,0.1902113033,0,0,0,-0.0008344562896,0.01162098985,0.01165091079,1.642479251,0,-0.0008090991354,0.009929462814,0.00996237287,1.652101379,0
0.00052,0.01065406512,181424.7469,-0.1151211419,200377.4271,1,1,-2.057901807e-14,0.2,0,0.2,0,0,0,-0.0008333074375,0.01161982775,0.01164966944,1.642388032,0,-0.0008205303397,0.009928469868,0.009962318202,1.653253128,0
0.000521,0.1859853121,164947.7284,0.08833368161,201371.0719,0.8090169944,0.9510565163,0.3090169944,0.1902113033,0,0.1902113033,0,0,0,-0.0008155358524,0.01162441303,0.01165298575,1.640838724,0,-0.0008120472543,0.009930206682,0.009963354128,1.652390235,0
0.000522,0.3334028234,127511.4507,0.2783760152,175180.1288,0.3090169944,0.8090169944,0.5877852523,0.1618033989,0,0.1618033989,0,0,0,-0.0007884814438,0.01164284751,0.01166951589,1.638415467,0,-0.0007894449569,0.009945576193,0.009976858681,1.65000674,0
0.000523,0.4385839216,82759.34,0.433816167,134397.8135,-0.3090169944,0.5877852523,0.8090169944,0.1175570505,0,0.1175570505,0,0,0,-0.0007626232796,0.01167716541,0.01170204197,1.636012649,0,-0.0007638669379,0.0099796781,0.01000886945,1.647189613,0
0.000524,0.5002447788,41573.26061,0.5461244339,90129.20827,-0.8090169944,0.3090169944,0.9510565163,0.06180339887,0,0.06180339887,0,0,0,-0.0007470886035,0.0117235738,0.01174735392,1.634435605,0,-0.0007469143781,0.01003061965,0.01005839012,1.645122588,0
0.000525,0.5236115985,5681.670121,0.6138333032,44806.55967,-1,2.596932093e-14,1,5.193864186e-15,0,5.193864186e-15,0,0,0,-0.0007470138946,0.0117747626,0.01179843482,1.634153366,0,-0.0007468396866,0.01009099992,0.01011859916,1.644672111,0
0.000526,0.5114484564,-30683.85342,0.6335634919,-6962.684483,-0.8090169944,-0.3090169944,0.9510565163,-0.06180339887,0,-0.06180339887,0,0,0,-0.0007627438197,0.01182222677,0.01184680648,1.63522481,0,-0.0007663431913,0.01015024629,0.01017913462,1.64615332,0
0.000527,0.4600118707,-73357.53966,0.5959188634,-70129.53344,-0.3090169944,-0.5877852523,0.8090169944,-0.1175570505,0,-0.1175570505,0,0,0,-0.0007897063647,0.01185826028,0.01188452663,1.637293604,0,-0.0008012937889,0.01019744211,0.01022887567,1.649213117,0
0.000528,0.3630352236,-120628.8902,0.4909001527,-139851.2542,0.3090169944,-0.8090169944,0.5877852523,-0.1618033989,0,-0.1618033989,0,0,0,-0.0008189975606,0.01187841313,0.01190661394,1.639635778,0,-0.0008409283161,0.01022527676,0.01025979752,1.652851819,0
0.000529,0.2208905678,-161337.2121,0.3193731064,-199974.9689,0.8090169944,-0.9510565163,0.3090169944,-0.1902113033,0,-0.1902113033,0,0,0,-0.0008399236022,0.01188405119,0.01191369566,1.641355536,0,-0.0008712184107,0.0102341234,0.01027113934,1.655720353,0
0.00053,0.04739428607,-181354.6524,0.1003891423,-232337.91,1,-1,3.135962379e-14,-0.2,0,-0.2,0,0,0,-0.0008445790384,0.01188286278,0.01191283936,1.641752388,0,-0.0008811702031,0.01023309999,0.01027096862,1.656694238,0
0.000531,-0.1323601593,-173700.4661,-0.132962951,-228500.2891,0.8090169944,-0.9510565163,-0.3090169944,-0.1902113033,0,-0.1902113033,0,0,0,-0.0008319063813,0.01188576465,0.0119148424,1.640674195,0,-0.000868436558,0.01023618546,0.01027295843,1.655433509,0
0.000532,-0.2922955846,-143409.2945,-0.3461227857,-193778.0696,0.3090169944,-0.8090169944,-0.5877852523,-0.1618033989,0,-0.1618033989,0,0,0,-0.0008081759812,0.01190175678,0.01192916438,1.638596171,0,-0.0008403477927,0.01025550643,0.01028987835,1.652554799,0
0.000533,-0.4158379215,-103091.9403,-0.5147743452,-141910.001,-0.3090169944,-0.5877852523,-0.8090169944,-0.1175570505,0,-0.1175570505,0,0,0,-0.0007836528238,0.01193420859,0.01195990997,1.636366607,0,-0.0008100060811,0.010296127,0.01032793982,1.649305575,0
0.000534,-0.4987996068,-63365.71869,-0.6284503456,-85260.43998,-0.8090169944,-0.3090169944,-0.9510565163,-0.06180339887,0,-0.06180339887,0,0,0,-0.000768160703,0.01198045384,0.01200505498,1.634826508,0,-0.0007905048968,0.01035486656,0.01038499685,1.646989926,0
0.000535,-0.5435341633,-26189.74385,-0.6850892421,-27702.20836,-1,-8.328217215e-15,-1,-1.665643443e-15,0,-1.665643443e-15,0,0,0,-0.0007680838869,0.01203360921,0.01205809701,1.634538081,0,-0.0007904258463,0.01042234,0.01045226981,1.646491002,0
0.000536,-0.5501353175,14106.68824,-0.6823174893,34349.18124,-0.8090169944,0.3090169944,-0.9510565163,0.06180339887,0,0.06180339887,0,0,0,-0.0007850071948,0.01208472682,0.01211019648,1.635663812,0,-0.0008114315737,0.01048619002,0.01051753784,1.648023403,0
0.000537,-0.5121675471,63421.57529,-0.6138263339,103545.2214,-0.3090169944,0.5877852523,-0.8090169944,0.1175570505,0,0.1175570505,0,0,0,-0.0008150331471,0.01212495358,0.01215231576,1.637914844,0,-0.0008474302372,0.01053480099,0.01056883011,1.651064522,0
0.000538,-0.4208477473,119491.1821,-0.4748842475,173238.8087,0.3090169944,0.8090169944,-0.5877852523,0.1618033989,0,0.1618033989,0,0,0,-0.0008489989418,0.01214847789,0.01217810799,1.640568098,0,-0.0008857644368,0.01056166051,0.01059873819,1.654466549,0
0.000539,-0.2751346283,169523.3538,-0.2725057062,227459.6238,0.8090169944,0.9510565163,-0.3090169944,0.1902113033,0,0.1902113033,0,0,0,-0.0008750809,0.01215576517,0.01218722255,1.642661314,0,-0.0009115926932,0.01056902523,0.01060826544,1.656834743,0
0.00054,-0.08933595166,197390.5765,-0.03074048778,249934.2047,1,1,-1.371852007e-14,0.2,0,0.2,0,0,0,-0.0008839269871,0.01215454959,0.01218664854,1.643392486,0,-0.0009145755827,0.01056796833,0.01060746921,1.657123472,0
0.000541,0.1092248936,194744.6823,0.2143068851,234056.4476,0.8090169944,0.9510565163,0.3090169944,0.1902113033,0,0.1902113033,0,0,0,-0.0008734506897,0.01215670937,0.01218804738,1.642522342,0,-0.0008941023292,0.01057353398,0.01061126947,1.655156045,0
0.000542,0.2913137737,166117.5498,0.4265648124,186392.7176,0.3090169944,0.8090169944,0.5877852523,0.1618033989,0,0.1618033989,0,0,0,-0.0008497955653,0.0121726167,0.01220224364,1.640495312,0,-0.0008595031007,0.01059754948,0.01063234689,1.651723143,0
0.000543,0.4370398745,124262.0549,0.5815558556,122272.589,-0.3090169944,0.5877852523,0.8090169944,0.1175570505,0,0.1175570505,0,0,0,-0.0008240220264,0.0122067567,0.01223453806,1.638199469,0,-0.0008252341548,0.01064353858,0.01067548242,1.648175335,0
0.000544,0.539256815,80310.47771,0.6705770213,56249.25907,-0.8090169944,0.3090169944,0.9510565163,0.06180339887,0,0.06180339887,0,0,0,-0.0008072756722,0.0122568224,0.01228337858,1.636564709,0,-0.0008044296619,0.01070624989,0.01073642835,1.645791865,0
0.000545,0.5978855782,36695.39121,0.6954798725,-5842.322354,-1,1.910882293e-14,1,3.821764586e-15,0,3.821764586e-15,0,0,0,-0.0008071949446,0.01231538527,0.01234181016,1.636246331,0,-0.0008043492189,0.01077472725,0.01080470846,1.645309584,0
0.000546,0.6109481775,-11966.11185,0.6593574301,-66507.45825,-0.8090169944,-0.3090169944,0.9510565163,-0.06180339887,0,-0.06180339887,0,0,0,-0.0008259935621,0.01237225836,0.01239980009,1.637459148,0,-0.0008246440491,0.0108363584,0.0108676907,1.646749672,0
0.000547,0.5703675158,-70862.16987,0.5618724775,-128524.7392,-0.3090169944,-0.5877852523,0.8090169944,-0.1175570505,0,-0.1175570505,0,0,0,-0.0008594363242,0.01241716484,0.01244687163,1.639899692,0,-0.0008575876203,0.0108807312,0.01091447516,1.64945082,0
0.000548,0.4669474195,-135963.2761,0.4033821022,-186889.6526,0.3090169944,-0.8090169944,0.5877852523,-0.1618033989,0,-0.1618033989,0,0,0,-0.0008971272203,0.0124433696,0.01247566769,1.642768604,0,-0.0008901361591,0.01090335333,0.01093962779,1.65225443,0
0.000549,0.3013272359,-192263.758,0.1937638529,-228245.4039,0.8090169944,-0.9510565163,0.3090169944,-0.1902113033,0,-0.1902113033,0,0,0,-0.0009256954307,0.01245143679,0.01248579954,1.645004276,0,-0.000908475183,0.01090825063,0.01094601566,1.653887877,0
0.00055,0.09132545788,-222368.093,-0.04254938183,-238464.9993,1,-1,5.292083522e-14,-0.2,0,-0.2,0,0,0,-0.000934735407,0.01245019164,0.01248523136,1.645733731,0,-0.0009041293973,0.0109071598,0.01094456874,1.653500447,0
0.000551,-0.1316445998,-217979.2659,-0.2707194106,-212172.2139,0.8090169944,-0.9510565163,-0.3090169944,-0.1902113033,0,-0.1902113033,0,0,0,-0.000922121788,0.01245301467,0.01248710867,1.644709509,0,-0.0008782920384,0.01091443478,0.01094971613,1.651093986,0
0.000552,-0.3346780318,-184296.0936,-0.4571200813,-157220.9519,0.3090169944,-0.8090169944,-0.5877852523,-0.1618033989,0,-0.1618033989,0,0,0,-0.0008949535542,0.01247144125,0.01250351105,1.642433764,0,-0.0008412224178,0.01094021218,0.01097250644,1.647538017,0
0.000553,-0.4949793968,-134909.4096,-0.5812309411,-90575.68837,-0.3090169944,-0.5877852523,-0.8090169944,-0.1175570505,0,-0.1175570505,0,0,0,-0.0008657698999,0.01251023878,0.01254016075,1.639891068,0,-0.000806974398,0.01098614073,0.01101573855,1.644118503,0
0.000554,-0.6034032458,-81914.61932,-0.6396314861,-27593.65906,-0.8090169944,-0.3090169944,-0.9510565163,-0.06180339887,0,-0.06180339887,0,0,0,-0.0008470371372,0.01256637481,0.01259488975,1.638099572,0,-0.0007871280006,0.01104587468,0.0110738845,1.641935981,0
0.000555,-0.6588498664,-28730.66528,-0.639475017,26645.27332,-1,-2.988942865e-14,-1,-5.977885729e-15,0,-5.977885729e-15,0,0,0,-0.0008469524335,0.01263100316,0.01265936686,1.63774956,0,-0.0007870492878,0.0111087176,0.0111365638,1.641527833,0
0.000556,-0.6593568293,28881.91752,-0.5878672769,76321.81988,-0.8090169944,0.3090169944,-0.9510565163,0.06180339887,0,0.06180339887,0,0,0,-0.0008672429848,0.01269244862,0.01272204238,1.639017768,0,-0.0008051366808,0.01116351622,0.01119251266,1.642793805,0
0.000557,-0.5982504037,94460.96731,-0.4866600916,126126.3187,-0.3090169944,0.5877852523,-0.8090169944,0.1175570505,0,0.1175570505,0,0,0,-0.000902320537,0.01273957885,0.01277149371,1.641506372,0,-0.0008336613296,0.0112017715,0.01123275015,1.645081657,0
0.000558,-0.4695201042,162225.6526,-0.3364393553,173034.1096,0.3090169944,0.8090169944,-0.5877852523,0.1618033989,0,0.1618033989,0,0,0,-0.0009402152792,0.01276590259,0.01280047943,1.644314102,0,-0.0008607964791,0.01122042673,0.01125339712,1.647363262,0
0.000559,-0.2782683065,216540.708,-0.1454312501,205394.612,0.8090169944,0.9510565163,-0.3090169944,0.1902113033,0,0.1902113033,0,0,0,-0.0009665861463,0.01277322496,0.01280974491,1.646325212,0,-0.0008745417332,0.01122379876,0.0112578187,1.648557725,0
0.00056,-0.04662591459,240858.6104,0.06498771688,210182.8469,1,1,-3.527973151e-14,0.2,0,0.2,0,0,0,-0.0009711520792,0.01277194764,0.01280881661,1.646688189,0,-0.0008679555074,0.01122267638,0.01125618994,1.647982119,0
0.000561,0.1908435472,228169.5647,0.2639450552,182803.0523,0.8090169944,0.9510565163,0.3090169944,0.1902113033,0,0.1902113033,0,0,0,-0.0009529046641,0.01277656784,0.01281205343,1.645240708,0,-0.0008427660453,0.01122971047,0.01126128997,1.645703794,0
0.000562,0.399256823,184720.7925,0.4224768738,131648.8166,0.3090169944,0.8090169944,0.5877852523,0.1618033989,0,0.1618033989,0,0,0,-0.0009205088181,0.01279875791,0.0128318175,1.64259443,0,-0.0008085026717,0.01125342006,0.01128242614,1.642518157,0
0.000563,0.5549228749,125303.2144,0.5248027268,73154.93821,-0.3090169944,0.5877852523,0.8090169944,0.1175570505,0,0.1175570505,0,0,0,-0.000887799219,0.01284237224,0.01287302265,1.639816985,0,-0.0007775746911,0.01129475215,0.01132148615,1.639531765,0
0.000564,0.6492019778,63587.17892,0.5709676373,20738.92611,-0.8090169944,0.3090169944,0.9510565163,0.06180339887,0,0.06180339887,0,0,0,-0.0008676489947,0.01290283078,0.01293197034,1.637940099,0,-0.0007598530633,0.01134792493,0.01137333622,1.63765617,0
0.000565,0.6830915683,4523.190821,0.5693971783,-22730.64891,-1,4.067003436e-14,1,8.134006873e-15,0,8.134006873e-15,0,0,0,-0.0008675622298,0.01296984965,0.01299883318,1.637587522,0,-0.000759777078,0.01140372985,0.01142901202,1.63732332,0
0.000566,0.6580884221,-54965.76298,0.5266225103,-62849.74676,-0.8090169944,-0.3090169944,0.9510565163,-0.06180339887,0,-0.06180339887,0,0,0,-0.0008878115242,0.01303114059,0.01306134888,1.6388212,0,-0.0007759746308,0.01145267426,0.01147893219,1.638447815,0
0.000567,0.5718789965,-117839.4662,0.4428425238,-105154.5688,-0.3090169944,-0.5877852523,0.8090169944,-0.1175570505,0,-0.1175570505,0,0,0,-0.0009213369471,0.01307610346,0.01310852179,1.641139667,0,-0.0008019266638,0.0114873557,0.01151531274,1.640492764,0
0.000568,0.4228828969,-178830.2701,0.3161652421,-147471.7967,0.3090169944,-0.8090169944,0.5877852523,-0.1618033989,0,-0.1618033989,0,0,0,-0.0009554567584,0.01309965228,0.01313445041,1.643604965,0,-0.0008274247765,0.01150479069,0.01153450652,1.642592728,0
0.000569,0.2195026264,-223960.7833,0.1514976722,-178926.002,0.8090169944,-0.9510565163,0.3090169944,-0.1902113033,0,-0.1902113033,0,0,0,-0.000976237153,0.01310512532,0.01314143633,1.645151768,0,-0.0008417503189,0.01150832175,0.01153906465,1.643809061,0
0.00057,-0.01465424844,-238482.4454,-0.0336834201,-186835.6933,1,-1,1.763862779e-14,-0.2,0,-0.2,0,0,0,-0.0009746741045,0.01310381481,0.0131400134,1.645040552,0,-0.0008382978018,0.01150717092,0.01153766552,1.643517896,0
0.000571,-0.2450433835,-216561.531,-0.2124675802,-166358.2934,0.8090169944,-0.9510565163,-0.3090169944,-0.1902113033,0,-0.1902113033,0,0,0,-0.0009512716264,0.01311007669,0.01314454367,1.643229724,0,-0.0008180071044,0.01151258581,0.01154161027,1.641730406,0
0.000572,-0.4378421516,-165476.3161,-0.3592062183,-124793.2135,0.3090169944,-0.8090169944,-0.5877852523,-0.1618033989,0,-0.1618033989,0,0,0,-0.0009157543251,0.01313450139,0.01316638648,1.640404968,0,-0.0007888649102,0.01153254816,0.01155949718,1.639093287,0
0.000573,-0.5716245467,-101382.0895,-0.459851838,-76569.48424,-0.3090169944,-0.5877852523,-0.8090169944,-0.1175570505,0,-0.1175570505,0,0,0,-0.0008820635018,0.01317943334,0.01320891741,1.637623937,0,-0.0007617566108,0.0115685977,0.01159365024,1.636548334,0
0.000574,-0.641317698,-39041.41955,-0.5140582245,-33059.60045,-0.8090169944,-0.3090169944,-0.9510565163,-0.06180339887,0,-0.06180339887,0,0,0,-0.0008621574887,0.01323910834,0.01326715135,1.635826523,0,-0.0007457951624,0.01161633069,0.01164024695,1.634910633,0
0.000575,-0.6521144723,16475.49164,-0.52826494,3927.353751,-1,-2.302893065e-14,-1,-4.60578613e-15,0,-4.60578613e-15,0,0,0,-0.000862071273,0.01330299587,0.01333089892,1.635508636,0,-0.0007457205829,0.01166799555,0.01169180137,1.634621147,0
0.000576,-0.6093762602,68964.16526,-0.5064378052,40204.44566,-0.8090169944,0.3090169944,-0.9510565163,0.06180339887,0,0.06180339887,0,0,0,-0.0008808158279,0.0133596207,0.01338862583,1.636632243,0,-0.0007612957997,0.01171499384,0.01173970409,1.635689818,0
0.000577,-0.5136620154,122622.5636,-0.4460483102,81525.51497,-0.3090169944,0.5877852523,-0.8090169944,0.1175570505,0,0.1175570505,0,0,0,-0.000910920042,0.01339984087,0.01343076731,1.638671813,0,-0.000787437732,0.01174990841,0.01177626451,1.637712767,0
0.000578,-0.3647952744,173852.8111,-0.3421343473,126135.0981,0.3090169944,0.8090169944,-0.5877852523,0.1618033989,0,0.1618033989,0,0,0,-0.0009403415077,0.01341994301,0.01345284775,1.640752439,0,-0.0008150382383,0.01176884357,0.0117970321,1.639939821,0
